eps	alpha
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
6.67891e-06	1.12792
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00195084	1.12668
-0.00359272	1.12671
-0.00359272	1.12671
-0.00359272	1.12671
-0.00359272	1.12671
-0.00396837	1.12803
-0.00396837	1.12803
-0.00396837	1.12803
-0.00396837	1.12803
-0.00396837	1.12803
-0.00396837	1.12803
-0.00396837	1.12803
-0.00396837	1.12803
-0.00396837	1.12803
-0.00396837	1.12803
-0.00396837	1.12803
-0.00448731	1.12551
-0.00448731	1.12551
-0.00448731	1.12551
-0.00448731	1.12551
-0.00448731	1.12551
-0.00448731	1.12551
-0.00448731	1.12551
-0.00448731	1.12551
-0.00448731	1.12551
-0.00448731	1.12551
-0.00448731	1.12551
-0.00204258	1.12724
-0.00204258	1.12724
-0.00204258	1.12724
-0.00204258	1.12724
-0.00204258	1.12724
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00275365	1.12692
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.00441882	1.12646
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.0045176	1.12645
-0.004692	1.12703
-0.004692	1.12703
-0.004692	1.12703
-0.004692	1.12703
-0.004692	1.12703
-0.004692	1.12703
-0.004692	1.12703
-0.004692	1.12703
-0.004692	1.12703
-0.004692	1.12703
-0.00446318	1.1275
-0.00446318	1.1275
-0.00592282	1.12754
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00536485	1.12634
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00397541	1.12627
-0.00411237	1.127
-0.00411237	1.127
-0.00411237	1.127
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00285908	1.12753
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00139277	1.1275
-0.00223053	1.12697
-0.00223053	1.12697
-0.00223053	1.12697
-0.00223053	1.12697
-0.00223053	1.12697
-0.00223053	1.12697
-0.00344909	1.12793
-0.00344909	1.12793
-0.00344909	1.12793
-0.00344909	1.12793
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00362282	1.12677
-0.00378161	1.12618
-0.00378161	1.12618
-0.00378161	1.12618
-0.00378161	1.12618
-0.00378161	1.12618
-0.00378161	1.12618
-0.00378161	1.12618
-0.00378161	1.12618
-0.00378161	1.12618
-0.00378161	1.12618
-0.00378161	1.12618
-0.00411294	1.12705
-0.00411294	1.12705
-0.00411294	1.12705
-0.00378095	1.12721
-0.00378095	1.12721
-0.00378095	1.12721
-0.00378095	1.12721
-0.00378095	1.12721
-0.00378095	1.12721
-0.00378095	1.12721
-0.00365154	1.1273
-0.00365154	1.1273
-0.00365154	1.1273
-0.00365154	1.1273
-0.00365154	1.1273
-0.00365154	1.1273
-0.00365154	1.1273
-0.00365154	1.1273
-0.00130304	1.12702
-0.00130304	1.12702
-0.00130304	1.12702
-0.000942668	1.12713
-0.000942668	1.12713
-0.000942668	1.12713
-0.000942668	1.12713
-0.000942668	1.12713
-0.000942668	1.12713
-0.000942668	1.12713
-0.000942668	1.12713
-0.000942668	1.12713
-0.000942668	1.12713
-0.000942668	1.12713
-0.000942668	1.12713
-0.000939524	1.12724
-0.00176008	1.12721
-0.00176008	1.12721
-0.00176008	1.12721
-0.00176008	1.12721
-0.00176008	1.12721
-0.00176008	1.12721
-0.00176008	1.12721
-0.00176008	1.12721
-0.00176008	1.12721
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00256168	1.12615
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00346249	1.12714
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00313838	1.1264
-0.00370763	1.12715
-0.00370763	1.12715
-0.00370763	1.12715
-0.00370763	1.12715
-0.00370763	1.12715
-0.00370763	1.12715
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00266278	1.12675
-0.00227569	1.12704
-0.00227569	1.12704
-0.00199141	1.12711
-0.00199141	1.12711
-0.00288803	1.12701
-0.00289116	1.1273
-0.00289116	1.1273
-0.00289116	1.1273
-0.00289116	1.1273
-0.00289116	1.1273
-0.00289116	1.1273
-0.00289116	1.1273
-0.00289116	1.1273
-0.00289116	1.1273
-0.00289116	1.1273
-0.00258647	1.12688
-0.00258647	1.12688
-0.00258647	1.12688
-0.00258647	1.12688
-0.00258647	1.12688
-0.00258647	1.12688
-0.00258647	1.12688
-0.00258647	1.12688
-0.00258647	1.12688
-0.00258647	1.12688
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00343954	1.12691
-0.00321737	1.12696
-0.00321737	1.12696
-0.00386383	1.12665
-0.00386383	1.12665
-0.00386383	1.12665
-0.00386383	1.12665
-0.00380514	1.12662
-0.00380514	1.12662
-0.00380514	1.12662
-0.00342589	1.12672
-0.00342589	1.12672
-0.00342589	1.12672
-0.00342589	1.12672
-0.00342589	1.12672
-0.00342589	1.12672
-0.00385306	1.127
-0.00385306	1.127
-0.00385306	1.127
-0.00397237	1.12661
-0.00397237	1.12661
-0.00344523	1.12657
-0.00344523	1.12657
-0.00344523	1.12657
-0.00344523	1.12657
-0.00344523	1.12657
-0.00344523	1.12657
-0.00344523	1.12657
-0.00344523	1.12657
-0.00344523	1.12657
-0.00344523	1.12657
-0.00344523	1.12657
-0.0036042	1.12663
-0.0036042	1.12663
-0.0036042	1.12663
-0.0036042	1.12663
-0.0036042	1.12663
-0.0036042	1.12663
-0.0036042	1.12663
-0.0036042	1.12663
-0.0036042	1.12663
-0.0026945	1.12655
-0.00231787	1.12715
-0.00231787	1.12715
-0.00216242	1.12751
-0.00216242	1.12751
-0.00216242	1.12751
-0.00216242	1.12751
-0.00216242	1.12751
-0.00216242	1.12751
-0.00216242	1.12751
-0.00216242	1.12751
-0.00216242	1.12751
-0.00216242	1.12751
-0.00181422	1.12785
-0.000987513	1.12775
-0.000987513	1.12775
-0.000987513	1.12775
-0.000987513	1.12775
-0.000987513	1.12775
-0.00169158	1.12754
-0.000965943	1.12696
-0.000965943	1.12696
-0.000587508	1.12715
-0.000587508	1.12715
5.97146e-05	1.12779
-0.00117894	1.1283
-0.00183646	1.12752
-0.00166727	1.12752
-0.00166727	1.12752
-0.0020388	1.12731
-0.0020388	1.12731
-0.0020388	1.12731
-0.0020388	1.12731
-0.0020388	1.12731
-0.00178267	1.12709
-0.00178267	1.12709
-0.00178267	1.12709
-0.00178267	1.12709
-0.00137131	1.12749
-0.00137131	1.12749
-0.00128235	1.12809
-0.00128235	1.12809
-0.00128235	1.12809
-0.00128235	1.12809
-0.00128235	1.12809
-0.00128235	1.12809
-0.00128235	1.12809
-0.00128235	1.12809
-0.00128235	1.12809
-0.00128235	1.12809
-0.00128235	1.12809
-0.00128235	1.12809
-0.00128235	1.12809
-0.00153155	1.12788
-0.00153155	1.12788
-0.00153155	1.12788
-0.00153155	1.12788
-0.00215874	1.12758
-0.00215874	1.12758
-0.00215874	1.12758
-0.00215874	1.12758
-0.00269034	1.12734
-0.00269034	1.12734
-0.00269034	1.12734
-0.00269034	1.12734
-0.00246321	1.1272
-0.00246321	1.1272
-0.00246321	1.1272
-0.00292674	1.12807
-0.00189753	1.1278
-0.00123251	1.12763
-0.00123251	1.12763
-0.00189919	1.12804
-0.00189919	1.12804
-0.00189919	1.12804
-0.00189919	1.12804
-0.00189919	1.12804
-0.00189919	1.12804
-0.00189919	1.12804
-0.00189919	1.12804
-0.00189919	1.12804
-0.00189919	1.12804
-0.00189919	1.12804
-0.00189919	1.12804
-0.000535707	1.12803
-0.000535707	1.12803
-0.000535707	1.12803
-0.000535707	1.12803
-0.000535707	1.12803
-0.000535707	1.12803
0.000744588	1.12824
0.000744588	1.12824
0.000744588	1.12824
0.000744588	1.12824
0.000435239	1.12815
0.000592716	1.12706
0.000592716	1.12706
0.000592716	1.12706
0.000592716	1.12706
0.000592716	1.12706
0.000592716	1.12706
0.000592716	1.12706
0.000592716	1.12706
0.000592716	1.12706
0.000592716	1.12706
0.000592716	1.12706
0.000592716	1.12706
0.000592716	1.12706
-1.76333e-05	1.12716
-1.76333e-05	1.12716
-0.000341068	1.12716
-0.000341068	1.12716
-0.00127906	1.1271
-0.00127906	1.1271
-0.00193192	1.12705
-0.00180999	1.12715
-0.00202026	1.12793
-0.00202026	1.12793
-0.00274202	1.12772
-0.00274202	1.12772
-0.00274202	1.12772
-0.00274202	1.12772
-0.00274202	1.12772
-0.00274202	1.12772
-0.00264489	1.12765
-0.00235106	1.12699
-0.00275105	1.12689
-0.00275105	1.12689
-0.00275105	1.12689
-0.00259856	1.12693
-0.00259856	1.12693
-0.00259856	1.12693
-0.00286285	1.12697
-0.00286285	1.12697
-0.00286285	1.12697
-0.00286285	1.12697
-0.00286285	1.12697
-0.00287323	1.12741
-0.00287323	1.12741
-0.00350005	1.12729
-0.00378623	1.12789
-0.0036917	1.12799
-0.0036917	1.12799
-0.00396853	1.12811
-0.00396853	1.12811
-0.00347336	1.12763
-0.00369001	1.12777
-0.00369001	1.12777
-0.0043595	1.12767
-0.0043595	1.12767
-0.0043595	1.12767
-0.0043595	1.12767
-0.00427709	1.12796
-0.00361521	1.12749
-0.00361521	1.12749
-0.00361521	1.12749
-0.00361521	1.12749
-0.00361521	1.12749
-0.00385622	1.12755
-0.00362447	1.12719
-0.00362447	1.12719
-0.00362447	1.12719
-0.00362447	1.12719
-0.00417963	1.12748
-0.0048065	1.12792
-0.0048065	1.12792
-0.0048065	1.12792
-0.0048065	1.12792
-0.00438775	1.1277
-0.00438775	1.1277
-0.00438775	1.1277
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.0049354	1.12758
-0.00522189	1.12737
-0.00513407	1.12682
-0.00550304	1.12726
-0.00550304	1.12726
-0.00550304	1.12726
-0.00550304	1.12726
-0.00550304	1.12726
-0.00550304	1.12726
-0.00550304	1.12726
-0.00569534	1.12686
-0.00569534	1.12686
-0.00569534	1.12686
-0.00569534	1.12686
-0.00569534	1.12686
-0.00569534	1.12686
-0.00479004	1.12631
-0.00479004	1.12631
-0.00479004	1.12631
-0.00479004	1.12631
-0.00479004	1.12631
-0.00426367	1.12662
-0.00426367	1.12662
-0.00430593	1.12654
-0.00420493	1.1268
-0.00420493	1.1268
-0.00420493	1.1268
-0.00420493	1.1268
-0.00466829	1.12693
-0.00466829	1.12693
-0.00466829	1.12693
-0.00466829	1.12693
-0.00466829	1.12693
-0.00466829	1.12693
-0.00466829	1.12693
-0.00466829	1.12693
-0.00466829	1.12693
-0.00466829	1.12693
-0.00456586	1.12689
-0.00456586	1.12689
-0.00518552	1.12653
-0.00528681	1.12642
-0.00528681	1.12642
-0.00602565	1.12672
-0.00569321	1.12718
-0.00608503	1.12722
-0.00608503	1.12722
-0.00608503	1.12722
-0.00608503	1.12722
-0.00578599	1.12749
-0.00578599	1.12749
-0.00578599	1.12749
-0.00578599	1.12749
-0.00578599	1.12749
-0.0059643	1.12734
-0.0059643	1.12734
-0.00580438	1.12719
-0.00580438	1.12719
-0.00580438	1.12719
-0.00580438	1.12719
-0.00580438	1.12719
-0.00580438	1.12719
-0.00532673	1.12699
-0.00532673	1.12699
-0.00532673	1.12699
-0.00532673	1.12699
-0.00525189	1.12694
-0.00572973	1.12681
-0.00572973	1.12681
-0.005663	1.1266
-0.005663	1.1266
-0.005663	1.1266
-0.005663	1.1266
-0.005663	1.1266
-0.005663	1.1266
-0.005663	1.1266
-0.00555497	1.12675
-0.00555497	1.12675
-0.00529291	1.12693
-0.00529291	1.12693
-0.00524366	1.1271
-0.00524366	1.1271
-0.00524366	1.1271
-0.00524366	1.1271
-0.0054504	1.12694
-0.0054504	1.12694
-0.00512559	1.12728
-0.00512559	1.12728
-0.00512559	1.12728
-0.00512559	1.12728
-0.00475716	1.12694
-0.00443077	1.12665
-0.00479389	1.12623
-0.00518584	1.12614
-0.00518584	1.12614
-0.00518584	1.12614
-0.00518584	1.12614
-0.00518584	1.12614
-0.00518584	1.12614
-0.00602376	1.12627
-0.00619432	1.12644
-0.0062163	1.1267
-0.00584138	1.1268
-0.00584138	1.1268
-0.00584138	1.1268
-0.00584138	1.1268
-0.00584138	1.1268
