B	eps
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
10.102	-0.000557605
